Species,Long,Lat
Kinkajou,-61.25,-17.25
Kinkajou,-61.25,-17.75
Kinkajou,-61.25,-18.25
Kinkajou,-61.25,-18.75
Kinkajou,-60.75,8.25
Kinkajou,-60.75,7.75
Kinkajou,-60.75,7.25
Kinkajou,-60.75,6.75
Kinkajou,-60.75,6.25
Kinkajou,-60.75,5.75
Kinkajou,-60.75,5.25
Kinkajou,-60.75,4.75
Kinkajou,-60.75,4.25
Kinkajou,-60.75,3.75
Kinkajou,-60.75,3.25
Kinkajou,-60.75,2.75
Kinkajou,-60.75,2.25
Kinkajou,-60.75,1.75
Kinkajou,-60.75,1.25
Kinkajou,-60.75,0.75
Kinkajou,-60.75,0.25
Kinkajou,-60.75,-0.25
Kinkajou,-60.75,-0.75
Kinkajou,-60.75,-1.25
Kinkajou,-60.75,-1.75
Kinkajou,-60.75,-2.25
Kinkajou,-60.75,-2.75
Kinkajou,-60.75,-3.25
Kinkajou,-60.75,-3.75
Kinkajou,-60.75,-4.25
Kinkajou,-60.75,-4.75
Kinkajou,-60.75,-5.25
Kinkajou,-60.75,-5.75
Kinkajou,-60.75,-6.25
Kinkajou,-60.75,-6.75
Kinkajou,-60.75,-7.25
Kinkajou,-60.75,-7.75
Kinkajou,-60.75,-8.25
Kinkajou,-60.75,-8.75
Kinkajou,-60.75,-9.25
Kinkajou,-60.75,-9.75
Kinkajou,-60.75,-10.25
Kinkajou,-60.75,-10.75
Kinkajou,-60.75,-11.25
Kinkajou,-60.75,-11.75
Kinkajou,-60.75,-12.25
Kinkajou,-60.75,-12.75
Kinkajou,-60.75,-13.25
Kinkajou,-60.75,-13.75
Kinkajou,-60.75,-14.25
Kinkajou,-60.75,-14.75
Kinkajou,-60.75,-15.25
Kinkajou,-60.75,-15.75
Kinkajou,-60.75,-16.25
Kinkajou,-60.75,-16.75
Kinkajou,-60.75,-17.25
Kinkajou,-60.75,-17.75
Kinkajou,-60.75,-18.25
Kinkajou,-60.75,-18.75
Kinkajou,-60.25,8.25
Kinkajou,-60.25,7.75
Kinkajou,-60.25,7.25
Kinkajou,-60.25,6.75
Kinkajou,-60.25,6.25
Kinkajou,-60.25,5.75
Kinkajou,-60.25,5.25
Kinkajou,-60.25,4.75
Kinkajou,-60.25,4.25
Kinkajou,-60.25,3.75
Kinkajou,-60.25,3.25
Kinkajou,-60.25,2.75
Kinkajou,-60.25,2.25
Kinkajou,-60.25,1.75
Kinkajou,-60.25,1.25
Kinkajou,-60.25,0.75
Kinkajou,-60.25,0.25
Kinkajou,-60.25,-0.25
Kinkajou,-60.25,-0.75
Kinkajou,-60.25,-1.25
Kinkajou,-60.25,-1.75
Kinkajou,-60.25,-2.25
Kinkajou,-60.25,-2.75
Kinkajou,-60.25,-3.25
Kinkajou,-60.25,-3.75
Kinkajou,-60.25,-4.25
Kinkajou,-60.25,-4.75
Kinkajou,-60.25,-5.25
Kinkajou,-60.25,-5.75
Kinkajou,-60.25,-6.25
Kinkajou,-60.25,-6.75
Kinkajou,-60.25,-7.25
Kinkajou,-60.25,-7.75
Kinkajou,-60.25,-8.25
Kinkajou,-60.25,-8.75
Kinkajou,-60.25,-9.25
Kinkajou,-60.25,-9.75
Kinkajou,-60.25,-10.25
Kinkajou,-60.25,-10.75
Kinkajou,-60.25,-11.25
Kinkajou,-60.25,-11.75
Kinkajou,-60.25,-12.25
Kinkajou,-60.25,-12.75
Kinkajou,-60.25,-13.25
Kinkajou,-60.25,-13.75
Kinkajou,-60.25,-14.25
Kinkajou,-60.25,-14.75
Kinkajou,-60.25,-15.25
Kinkajou,-60.25,-15.75
Kinkajou,-60.25,-16.25
Kinkajou,-60.25,-16.75
Kinkajou,-60.25,-17.25
Kinkajou,-60.25,-17.75
Kinkajou,-60.25,-18.25
Kinkajou,-60.25,-18.75
Kinkajou,-59.75,8.25
Kinkajou,-59.75,7.75
Kinkajou,-59.75,7.25
Kinkajou,-59.75,6.75
Kinkajou,-59.75,6.25
Kinkajou,-59.75,5.75
Kinkajou,-59.75,5.25
Kinkajou,-59.75,4.75
Kinkajou,-59.75,4.25
Kinkajou,-59.75,3.75
Kinkajou,-59.75,3.25
Kinkajou,-59.75,2.75
Kinkajou,-59.75,2.25
Kinkajou,-59.75,1.75
Kinkajou,-59.75,1.25
Kinkajou,-59.75,0.75
Kinkajou,-59.75,0.25
Kinkajou,-59.75,-0.25
Kinkajou,-59.75,-0.75
Kinkajou,-59.75,-1.25
Kinkajou,-59.75,-1.75
Kinkajou,-59.75,-2.25
Kinkajou,-59.75,-2.75
Kinkajou,-59.75,-3.25
Kinkajou,-59.75,-3.75
Kinkajou,-59.75,-4.25
Kinkajou,-59.75,-4.75
Kinkajou,-59.75,-5.25
Kinkajou,-59.75,-5.75
Kinkajou,-59.75,-6.25
Kinkajou,-59.75,-6.75
Kinkajou,-59.75,-7.25
Kinkajou,-59.75,-7.75
Kinkajou,-59.75,-8.25
Kinkajou,-59.75,-8.75
Kinkajou,-59.75,-9.25
Kinkajou,-59.75,-9.75
Kinkajou,-59.75,-10.25
Kinkajou,-59.75,-10.75
Kinkajou,-59.75,-11.25
Kinkajou,-59.75,-11.75
Kinkajou,-59.75,-12.25
Kinkajou,-59.75,-12.75
Kinkajou,-59.75,-13.25
Kinkajou,-59.75,-13.75
Kinkajou,-59.75,-14.25
Kinkajou,-59.75,-14.75
Kinkajou,-59.75,-15.25
Kinkajou,-59.75,-15.75
Kinkajou,-59.75,-16.25
Kinkajou,-59.75,-16.75
Kinkajou,-59.75,-17.25
Kinkajou,-59.75,-17.75
Kinkajou,-59.75,-18.25
Kinkajou,-59.75,-18.75
Kinkajou,-59.25,7.75
Kinkajou,-59.25,7.25
Kinkajou,-59.25,6.75
Kinkajou,-59.25,6.25
Kinkajou,-59.25,5.75
Kinkajou,-59.25,5.25
Kinkajou,-59.25,4.75
Kinkajou,-59.25,4.25
Kinkajou,-59.25,3.75
Kinkajou,-59.25,3.25
Kinkajou,-59.25,2.75
Kinkajou,-59.25,2.25
Kinkajou,-59.25,1.75
Kinkajou,-59.25,1.25
Kinkajou,-59.25,0.75
Kinkajou,-59.25,0.25
Kinkajou,-59.25,-0.25
Kinkajou,-59.25,-0.75
Kinkajou,-59.25,-1.25
Kinkajou,-59.25,-1.75
Kinkajou,-59.25,-2.25
Kinkajou,-59.25,-2.75
Kinkajou,-59.25,-3.25
Kinkajou,-59.25,-3.75
Kinkajou,-59.25,-4.25
Kinkajou,-59.25,-4.75
Kinkajou,-59.25,-5.25
Kinkajou,-59.25,-5.75
Kinkajou,-59.25,-6.25
Kinkajou,-59.25,-6.75
Kinkajou,-59.25,-7.25
Kinkajou,-59.25,-7.75
Kinkajou,-59.25,-8.25
Kinkajou,-59.25,-8.75
Kinkajou,-59.25,-9.25
Kinkajou,-59.25,-9.75
Kinkajou,-59.25,-10.25
Kinkajou,-59.25,-10.75
Kinkajou,-59.25,-11.25
Kinkajou,-59.25,-11.75
Kinkajou,-59.25,-12.25
Kinkajou,-59.25,-12.75
Kinkajou,-59.25,-13.25
Kinkajou,-59.25,-13.75
Kinkajou,-59.25,-14.25
Kinkajou,-59.25,-14.75
Kinkajou,-59.25,-15.25
Kinkajou,-59.25,-15.75
Kinkajou,-59.25,-16.25
Kinkajou,-59.25,-16.75
Kinkajou,-59.25,-17.25
Kinkajou,-59.25,-17.75
Kinkajou,-59.25,-18.25
Kinkajou,-59.25,-18.75
Kinkajou,-59.25,-19.25
Kinkajou,-58.75,7.25
Kinkajou,-58.75,6.75
Kinkajou,-58.75,6.25
Kinkajou,-58.75,5.75
Kinkajou,-58.75,5.25
Kinkajou,-58.75,4.75
Kinkajou,-58.75,4.25
Kinkajou,-58.75,3.75
Kinkajou,-58.75,3.25
Kinkajou,-58.75,2.75
Kinkajou,-58.75,2.25
Kinkajou,-58.75,1.75
Kinkajou,-58.75,1.25
Kinkajou,-58.75,0.75
Kinkajou,-58.75,0.25
Kinkajou,-58.75,-0.25
Kinkajou,-58.75,-0.75
Kinkajou,-58.75,-1.25
Kinkajou,-58.75,-1.75
Kinkajou,-58.75,-2.25
Kinkajou,-58.75,-2.75
Kinkajou,-58.75,-3.25
Kinkajou,-58.75,-3.75
Kinkajou,-58.75,-4.25
Kinkajou,-58.75,-4.75
Kinkajou,-58.75,-5.25
Kinkajou,-58.75,-5.75
Kinkajou,-58.75,-6.25
Kinkajou,-58.75,-6.75
Kinkajou,-58.75,-7.25
Kinkajou,-58.75,-7.75
Kinkajou,-58.75,-8.25
Kinkajou,-58.75,-8.75
Kinkajou,-58.75,-9.25
Kinkajou,-58.75,-9.75
Kinkajou,-58.75,-10.25
Kinkajou,-58.75,-10.75
Kinkajou,-58.75,-11.25
Kinkajou,-58.75,-11.75
Kinkajou,-58.75,-12.25
Kinkajou,-58.75,-12.75
Kinkajou,-58.75,-13.25
Kinkajou,-58.75,-13.75
Kinkajou,-58.75,-14.25
Kinkajou,-58.75,-14.75
Kinkajou,-58.75,-15.25
Kinkajou,-58.75,-15.75
Kinkajou,-58.75,-16.25
Kinkajou,-58.75,-16.75
Kinkajou,-58.75,-17.25
Kinkajou,-58.75,-17.75
Kinkajou,-58.75,-18.25
Kinkajou,-58.75,-18.75
Kinkajou,-58.75,-19.25
Kinkajou,-58.25,6.75
Kinkajou,-58.25,6.25
Kinkajou,-58.25,5.75
Kinkajou,-58.25,5.25
Kinkajou,-58.25,4.75
Kinkajou,-58.25,4.25
Kinkajou,-58.25,3.75
Kinkajou,-58.25,3.25
Kinkajou,-58.25,2.75
Kinkajou,-58.25,2.25
Kinkajou,-58.25,1.75
Kinkajou,-58.25,1.25
Kinkajou,-58.25,0.75
Kinkajou,-58.25,0.25
Kinkajou,-58.25,-0.25
Kinkajou,-58.25,-0.75
Kinkajou,-58.25,-1.25
Kinkajou,-58.25,-1.75
Kinkajou,-58.25,-2.25
Kinkajou,-58.25,-2.75
Kinkajou,-58.25,-3.25
Kinkajou,-58.25,-3.75
Kinkajou,-58.25,-4.25
Kinkajou,-58.25,-4.75
Kinkajou,-58.25,-5.25
Kinkajou,-58.25,-5.75
Kinkajou,-58.25,-6.25
Kinkajou,-58.25,-6.75
Kinkajou,-58.25,-7.25
Kinkajou,-58.25,-7.75
Kinkajou,-58.25,-8.25
Kinkajou,-58.25,-8.75
Kinkajou,-58.25,-9.25
Kinkajou,-58.25,-9.75
Kinkajou,-58.25,-10.25
Kinkajou,-58.25,-10.75
Kinkajou,-58.25,-11.25
Kinkajou,-58.25,-11.75
Kinkajou,-58.25,-12.25
Kinkajou,-58.25,-12.75
Kinkajou,-58.25,-13.25
Kinkajou,-58.25,-13.75
Kinkajou,-58.25,-14.25
Kinkajou,-58.25,-14.75
Kinkajou,-58.25,-15.25
Kinkajou,-58.25,-15.75
Kinkajou,-58.25,-16.25
Kinkajou,-58.25,-16.75
Kinkajou,-58.25,-17.25
Kinkajou,-58.25,-17.75
Kinkajou,-58.25,-18.25
Kinkajou,-58.25,-18.75
Kinkajou,-58.25,-19.25
Kinkajou,-57.75,6.25
Kinkajou,-57.75,5.75
Kinkajou,-57.75,5.25
Kinkajou,-57.75,4.75
Kinkajou,-57.75,4.25
Kinkajou,-57.75,3.75
Kinkajou,-57.75,3.25
Kinkajou,-57.75,2.75
Kinkajou,-57.75,2.25
Kinkajou,-57.75,1.75
Kinkajou,-57.75,1.25
Kinkajou,-57.75,0.75
Kinkajou,-57.75,0.25
Kinkajou,-57.75,-0.25
Kinkajou,-57.75,-0.75
Kinkajou,-57.75,-1.25
Kinkajou,-57.75,-1.75
Kinkajou,-57.75,-2.25
Kinkajou,-57.75,-2.75
Kinkajou,-57.75,-3.25
Kinkajou,-57.75,-3.75
Kinkajou,-57.75,-4.25
Kinkajou,-57.75,-4.75
Kinkajou,-57.75,-5.25
Kinkajou,-57.75,-5.75
Kinkajou,-57.75,-6.25
Kinkajou,-57.75,-6.75
Kinkajou,-57.75,-7.25
Kinkajou,-57.75,-7.75
Kinkajou,-57.75,-8.25
Kinkajou,-57.75,-8.75
Kinkajou,-57.75,-9.25
Kinkajou,-57.75,-9.75
Kinkajou,-57.75,-10.25
Kinkajou,-57.75,-10.75
Kinkajou,-57.75,-11.25
Kinkajou,-57.75,-11.75
Kinkajou,-57.75,-12.25
Kinkajou,-57.75,-12.75
Kinkajou,-57.75,-13.25
Kinkajou,-57.75,-13.75
Kinkajou,-57.75,-14.25
Kinkajou,-57.75,-14.75
Kinkajou,-57.75,-15.25
Kinkajou,-57.75,-15.75
Kinkajou,-57.75,-16.25
Kinkajou,-57.75,-16.75
Kinkajou,-57.75,-17.25
Kinkajou,-57.75,-17.75
Kinkajou,-57.75,-18.25
Kinkajou,-57.75,-18.75
Kinkajou,-57.75,-19.25
Kinkajou,-57.75,-19.75
Kinkajou,-57.25,5.75
Kinkajou,-57.25,5.25
Kinkajou,-57.25,4.75
Kinkajou,-57.25,4.25
Kinkajou,-57.25,3.75
Kinkajou,-57.25,3.25
Kinkajou,-57.25,2.75
Kinkajou,-57.25,2.25
Kinkajou,-57.25,1.75
Kinkajou,-57.25,1.25
Kinkajou,-57.25,0.75
Kinkajou,-57.25,0.25
Kinkajou,-57.25,-0.25
Kinkajou,-57.25,-0.75
Kinkajou,-57.25,-1.25
Kinkajou,-57.25,-1.75
Kinkajou,-57.25,-2.25
Kinkajou,-57.25,-2.75
Kinkajou,-57.25,-3.25
Kinkajou,-57.25,-3.75
Kinkajou,-57.25,-4.25
Kinkajou,-57.25,-4.75
Kinkajou,-57.25,-5.25
Kinkajou,-57.25,-5.75
Kinkajou,-57.25,-6.25
Kinkajou,-57.25,-6.75
Kinkajou,-57.25,-7.25
Kinkajou,-57.25,-7.75
Kinkajou,-57.25,-8.25
Kinkajou,-57.25,-8.75
Kinkajou,-57.25,-9.25
Kinkajou,-57.25,-9.75
Kinkajou,-57.25,-10.25
Kinkajou,-57.25,-10.75
Kinkajou,-57.25,-11.25
Kinkajou,-57.25,-11.75
Kinkajou,-57.25,-12.25
Kinkajou,-57.25,-12.75
Kinkajou,-57.25,-13.25
Kinkajou,-57.25,-13.75
Kinkajou,-57.25,-14.25
Kinkajou,-57.25,-14.75
Kinkajou,-57.25,-15.25
Kinkajou,-57.25,-15.75
Kinkajou,-57.25,-16.25
Kinkajou,-57.25,-16.75
Kinkajou,-57.25,-17.25
Kinkajou,-57.25,-17.75
Kinkajou,-57.25,-18.25
Kinkajou,-57.25,-18.75
Kinkajou,-57.25,-19.25
Kinkajou,-57.25,-19.75
Kinkajou,-56.75,5.75
Kinkajou,-56.75,5.25
Kinkajou,-56.75,4.75
Kinkajou,-56.75,4.25
Kinkajou,-56.75,3.75
Kinkajou,-56.75,3.25
Kinkajou,-56.75,2.75
Kinkajou,-56.75,2.25
Kinkajou,-56.75,1.75
Kinkajou,-56.75,1.25
Kinkajou,-56.75,0.75
Kinkajou,-56.75,0.25
Kinkajou,-56.75,-0.25
Kinkajou,-56.75,-0.75
Kinkajou,-56.75,-1.25
Kinkajou,-56.75,-1.75
Kinkajou,-56.75,-2.25
Kinkajou,-56.75,-2.75
Kinkajou,-56.75,-3.25
Kinkajou,-56.75,-3.75
Kinkajou,-56.75,-4.25
Kinkajou,-56.75,-4.75
Kinkajou,-56.75,-5.25
Kinkajou,-56.75,-5.75
Kinkajou,-56.75,-6.25
Kinkajou,-56.75,-6.75
Kinkajou,-56.75,-7.25
Kinkajou,-56.75,-7.75
Kinkajou,-56.75,-8.25
Kinkajou,-56.75,-8.75
Kinkajou,-56.75,-9.25
Kinkajou,-56.75,-9.75
Kinkajou,-56.75,-10.25
Kinkajou,-56.75,-10.75
Kinkajou,-56.75,-11.25
Kinkajou,-56.75,-11.75
Kinkajou,-56.75,-12.25
Kinkajou,-56.75,-12.75
Kinkajou,-56.75,-13.25
Kinkajou,-56.75,-13.75
Kinkajou,-56.75,-14.25
Kinkajou,-56.75,-14.75
Kinkajou,-56.75,-15.25
Kinkajou,-56.75,-15.75
Kinkajou,-56.75,-16.25
Kinkajou,-56.75,-16.75
Kinkajou,-56.75,-17.25
Kinkajou,-56.75,-17.75
Kinkajou,-56.75,-18.25
Kinkajou,-56.75,-18.75
Kinkajou,-56.75,-19.25
Kinkajou,-56.75,-19.75
Kinkajou,-56.75,-20.25
Kinkajou,-56.25,5.75
Kinkajou,-56.25,5.25
Kinkajou,-56.25,4.75
Kinkajou,-56.25,4.25
Kinkajou,-56.25,3.75
Kinkajou,-56.25,3.25
Kinkajou,-56.25,2.75
Kinkajou,-56.25,2.25
Kinkajou,-56.25,1.75
Kinkajou,-56.25,1.25
Kinkajou,-56.25,0.75
Kinkajou,-56.25,0.25
Kinkajou,-56.25,-0.25
Kinkajou,-56.25,-0.75
Kinkajou,-56.25,-1.25
Kinkajou,-56.25,-1.75
Kinkajou,-56.25,-2.25
Kinkajou,-56.25,-2.75
Kinkajou,-56.25,-3.25
Kinkajou,-56.25,-3.75
Kinkajou,-56.25,-4.25
Kinkajou,-56.25,-4.75
Kinkajou,-56.25,-5.25
Kinkajou,-56.25,-5.75
Kinkajou,-56.25,-6.25
Kinkajou,-56.25,-6.75
Kinkajou,-56.25,-7.25
Kinkajou,-56.25,-7.75
Kinkajou,-56.25,-8.25
Kinkajou,-56.25,-8.75
Kinkajou,-56.25,-9.25
Kinkajou,-56.25,-9.75
Kinkajou,-56.25,-10.25
Kinkajou,-56.25,-10.75
Kinkajou,-56.25,-11.25
Kinkajou,-56.25,-11.75
Kinkajou,-56.25,-12.25
Kinkajou,-56.25,-12.75
Kinkajou,-56.25,-13.25
Kinkajou,-56.25,-13.75
Kinkajou,-56.25,-14.25
Kinkajou,-56.25,-14.75
Kinkajou,-56.25,-15.25
Kinkajou,-56.25,-15.75
Kinkajou,-56.25,-16.25
Kinkajou,-56.25,-16.75
Kinkajou,-56.25,-17.25
Kinkajou,-56.25,-17.75
Kinkajou,-56.25,-18.25
Kinkajou,-56.25,-18.75
Kinkajou,-56.25,-19.25
Kinkajou,-56.25,-19.75
Kinkajou,-56.25,-20.25
Kinkajou,-55.75,5.75
Kinkajou,-55.75,5.25
Kinkajou,-55.75,4.75
Kinkajou,-55.75,4.25
Kinkajou,-55.75,3.75
Kinkajou,-55.75,3.25
Kinkajou,-55.75,2.75
Kinkajou,-55.75,2.25
Kinkajou,-55.75,1.75
Kinkajou,-55.75,1.25
Kinkajou,-55.75,0.75
Kinkajou,-55.75,0.25
Kinkajou,-55.75,-0.25
Kinkajou,-55.75,-0.75
Kinkajou,-55.75,-1.25
Kinkajou,-55.75,-1.75
Kinkajou,-55.75,-2.25
Kinkajou,-55.75,-2.75
Kinkajou,-55.75,-3.25
Kinkajou,-55.75,-3.75
Kinkajou,-55.75,-4.25
Kinkajou,-55.75,-4.75
Kinkajou,-55.75,-5.25
Kinkajou,-55.75,-5.75
Kinkajou,-55.75,-6.25
Kinkajou,-55.75,-6.75
Kinkajou,-55.75,-7.25
Kinkajou,-55.75,-7.75
Kinkajou,-55.75,-8.25
Kinkajou,-55.75,-8.75
Kinkajou,-55.75,-9.25
Kinkajou,-55.75,-9.75
Kinkajou,-55.75,-10.25
Kinkajou,-55.75,-10.75
Kinkajou,-55.75,-11.25
Kinkajou,-55.75,-11.75
Kinkajou,-55.75,-12.25
Kinkajou,-55.75,-12.75
Kinkajou,-55.75,-13.25
Kinkajou,-55.75,-13.75
Kinkajou,-55.75,-14.25
Kinkajou,-55.75,-14.75
Kinkajou,-55.75,-15.25
Kinkajou,-55.75,-15.75
Kinkajou,-55.75,-16.25
Kinkajou,-55.75,-16.75
Kinkajou,-55.75,-17.25
Kinkajou,-55.75,-17.75
Kinkajou,-55.75,-18.25
Kinkajou,-55.75,-18.75
Kinkajou,-55.75,-19.25
Kinkajou,-55.75,-19.75
Kinkajou,-55.75,-20.25
Kinkajou,-55.75,-20.75
Kinkajou,-55.25,5.75
Kinkajou,-55.25,5.25
Kinkajou,-55.25,4.75
Kinkajou,-55.25,4.25
Kinkajou,-55.25,3.75
Kinkajou,-55.25,3.25
Kinkajou,-55.25,2.75
Kinkajou,-55.25,2.25
Kinkajou,-55.25,1.75
Kinkajou,-55.25,1.25
Kinkajou,-55.25,0.75
Kinkajou,-55.25,0.25
Kinkajou,-55.25,-0.25
Kinkajou,-55.25,-0.75
Kinkajou,-55.25,-1.25
Kinkajou,-55.25,-1.75
Kinkajou,-55.25,-2.25
Kinkajou,-55.25,-2.75
Kinkajou,-55.25,-3.25
Kinkajou,-55.25,-3.75
Kinkajou,-55.25,-4.25
Kinkajou,-55.25,-4.75
Kinkajou,-55.25,-5.25
Kinkajou,-55.25,-5.75
Kinkajou,-55.25,-6.25
Kinkajou,-55.25,-6.75
Kinkajou,-55.25,-7.25
Kinkajou,-55.25,-7.75
Kinkajou,-55.25,-8.25
Kinkajou,-55.25,-8.75
Kinkajou,-55.25,-9.25
Kinkajou,-55.25,-9.75
Kinkajou,-55.25,-10.25
Kinkajou,-55.25,-10.75
Kinkajou,-55.25,-11.25
Kinkajou,-55.25,-11.75
Kinkajou,-55.25,-12.25
Kinkajou,-55.25,-12.75
Kinkajou,-55.25,-13.25
Kinkajou,-55.25,-13.75
Kinkajou,-55.25,-14.25
Kinkajou,-55.25,-14.75
Kinkajou,-55.25,-15.25
Kinkajou,-55.25,-15.75
Kinkajou,-55.25,-16.25
Kinkajou,-55.25,-16.75
Kinkajou,-55.25,-17.25
Kinkajou,-55.25,-17.75
Kinkajou,-55.25,-18.25
Kinkajou,-55.25,-18.75
Kinkajou,-55.25,-19.25
Kinkajou,-55.25,-19.75
Kinkajou,-55.25,-20.25
Kinkajou,-55.25,-20.75
Kinkajou,-54.75,5.75
Kinkajou,-54.75,5.25
Kinkajou,-54.75,4.75
Kinkajou,-54.75,4.25
Kinkajou,-54.75,3.75
Kinkajou,-54.75,3.25
Kinkajou,-54.75,2.75
Kinkajou,-54.75,2.25
Kinkajou,-54.75,1.75
Kinkajou,-54.75,1.25
Kinkajou,-54.75,0.75
Kinkajou,-54.75,0.25
Kinkajou,-54.75,-0.25
Kinkajou,-54.75,-0.75
Kinkajou,-54.75,-1.25
Kinkajou,-54.75,-1.75
Kinkajou,-54.75,-2.25
Kinkajou,-54.75,-2.75
Kinkajou,-54.75,-3.25
Kinkajou,-54.75,-3.75
Kinkajou,-54.75,-4.25
Kinkajou,-54.75,-4.75
Kinkajou,-54.75,-5.25
Kinkajou,-54.75,-5.75
Kinkajou,-54.75,-6.25
Kinkajou,-54.75,-6.75
Kinkajou,-54.75,-7.25
Kinkajou,-54.75,-7.75
Kinkajou,-54.75,-8.25
Kinkajou,-54.75,-8.75
Kinkajou,-54.75,-9.25
Kinkajou,-54.75,-9.75
Kinkajou,-54.75,-10.25
Kinkajou,-54.75,-10.75
Kinkajou,-54.75,-11.25
Kinkajou,-54.75,-11.75
Kinkajou,-54.75,-12.25
Kinkajou,-54.75,-12.75
Kinkajou,-54.75,-13.25
Kinkajou,-54.75,-13.75
Kinkajou,-54.75,-14.25
Kinkajou,-54.75,-14.75
Kinkajou,-54.75,-15.25
Kinkajou,-54.75,-15.75
Kinkajou,-54.75,-16.25
Kinkajou,-54.75,-16.75
Kinkajou,-54.75,-17.25
Kinkajou,-54.75,-17.75
Kinkajou,-54.75,-18.25
Kinkajou,-54.75,-18.75
Kinkajou,-54.75,-19.25
Kinkajou,-54.75,-19.75
Kinkajou,-54.75,-20.25
Kinkajou,-54.75,-20.75
Kinkajou,-54.25,5.75
Kinkajou,-54.25,5.25
Kinkajou,-54.25,4.75
Kinkajou,-54.25,4.25
Kinkajou,-54.25,3.75
Kinkajou,-54.25,3.25
Kinkajou,-54.25,2.75
Kinkajou,-54.25,2.25
Kinkajou,-54.25,1.75
Kinkajou,-54.25,1.25
Kinkajou,-54.25,0.75
Kinkajou,-54.25,0.25
Kinkajou,-54.25,-0.25
Kinkajou,-54.25,-0.75
Kinkajou,-54.25,-1.25
Kinkajou,-54.25,-1.75
Kinkajou,-54.25,-2.25
Kinkajou,-54.25,-2.75
Kinkajou,-54.25,-3.25
Kinkajou,-54.25,-3.75
Kinkajou,-54.25,-4.25
Kinkajou,-54.25,-4.75
Kinkajou,-54.25,-5.25
Kinkajou,-54.25,-5.75
Kinkajou,-54.25,-6.25
Kinkajou,-54.25,-6.75
Kinkajou,-54.25,-7.25
Kinkajou,-54.25,-7.75
Kinkajou,-54.25,-8.25
Kinkajou,-54.25,-8.75
Kinkajou,-54.25,-9.25
Kinkajou,-54.25,-9.75
Kinkajou,-54.25,-10.25
Kinkajou,-54.25,-10.75
Kinkajou,-54.25,-11.25
Kinkajou,-54.25,-11.75
Kinkajou,-54.25,-12.25
Kinkajou,-54.25,-12.75
Kinkajou,-54.25,-13.25
Kinkajou,-54.25,-13.75
Kinkajou,-54.25,-14.25
Kinkajou,-54.25,-14.75
Kinkajou,-54.25,-15.25
Kinkajou,-54.25,-15.75
Kinkajou,-54.25,-16.25
Kinkajou,-54.25,-16.75
Kinkajou,-54.25,-17.25
Kinkajou,-54.25,-17.75
Kinkajou,-54.25,-18.25
Kinkajou,-54.25,-18.75
Kinkajou,-54.25,-19.25
Kinkajou,-54.25,-19.75
Kinkajou,-54.25,-20.25
Kinkajou,-54.25,-20.75
Kinkajou,-54.25,-21.25
Kinkajou,-53.75,5.25
Kinkajou,-53.75,4.75
Kinkajou,-53.75,4.25
Kinkajou,-53.75,3.75
Kinkajou,-53.75,3.25
Kinkajou,-53.75,2.75
Kinkajou,-53.75,2.25
Kinkajou,-53.75,1.75
Kinkajou,-53.75,1.25
Kinkajou,-53.75,0.75
Kinkajou,-53.75,0.25
Kinkajou,-53.75,-0.25
Kinkajou,-53.75,-0.75
Kinkajou,-53.75,-1.25
Kinkajou,-53.75,-1.75
Kinkajou,-53.75,-2.25
Kinkajou,-53.75,-2.75
Kinkajou,-53.75,-3.25
Kinkajou,-53.75,-3.75
Kinkajou,-53.75,-4.25
Kinkajou,-53.75,-4.75
Kinkajou,-53.75,-5.25
Kinkajou,-53.75,-5.75
Kinkajou,-53.75,-6.25
Kinkajou,-53.75,-6.75
Kinkajou,-53.75,-7.25
Kinkajou,-53.75,-7.75
Kinkajou,-53.75,-8.25
Kinkajou,-53.75,-8.75
Kinkajou,-53.75,-9.25
Kinkajou,-53.75,-9.75
Kinkajou,-53.75,-10.25
Kinkajou,-53.75,-10.75
Kinkajou,-53.75,-11.25
Kinkajou,-53.75,-11.75
Kinkajou,-53.75,-12.25
Kinkajou,-53.75,-12.75
Kinkajou,-53.75,-13.25
Kinkajou,-53.75,-13.75
Kinkajou,-53.75,-14.25
Kinkajou,-53.75,-14.75
Kinkajou,-53.75,-15.25
Kinkajou,-53.75,-15.75
Kinkajou,-53.75,-16.25
Kinkajou,-53.75,-16.75
Kinkajou,-53.75,-17.25
Kinkajou,-53.75,-17.75
Kinkajou,-53.75,-18.25
Kinkajou,-53.75,-18.75
Kinkajou,-53.75,-19.25
Kinkajou,-53.75,-19.75
Kinkajou,-53.75,-20.25
Kinkajou,-53.75,-20.75
Kinkajou,-53.75,-21.25
Kinkajou,-53.25,5.25
Kinkajou,-53.25,4.75
Kinkajou,-53.25,4.25
Kinkajou,-53.25,3.75
Kinkajou,-53.25,3.25
Kinkajou,-53.25,2.75
Kinkajou,-53.25,2.25
Kinkajou,-53.25,1.75
Kinkajou,-53.25,1.25
Kinkajou,-53.25,0.75
Kinkajou,-53.25,0.25
Kinkajou,-53.25,-0.25
Kinkajou,-53.25,-0.75
Kinkajou,-53.25,-1.25
Kinkajou,-53.25,-1.75
Kinkajou,-53.25,-2.25
Kinkajou,-53.25,-2.75
Kinkajou,-53.25,-3.25
Kinkajou,-53.25,-3.75
Kinkajou,-53.25,-4.25
Kinkajou,-53.25,-4.75
Kinkajou,-53.25,-5.25
