Species,Long,Lat
Kinkajou,-68.75,-6.25
Kinkajou,-68.75,-6.75
Kinkajou,-68.75,-7.25
Kinkajou,-68.75,-7.75
Kinkajou,-68.75,-8.25
Kinkajou,-68.75,-8.75
Kinkajou,-68.75,-9.25
Kinkajou,-68.75,-9.75
Kinkajou,-68.75,-10.25
Kinkajou,-68.75,-10.75
Kinkajou,-68.75,-11.25
Kinkajou,-68.75,-11.75
Kinkajou,-68.75,-12.25
Kinkajou,-68.75,-12.75
Kinkajou,-68.75,-13.25
Kinkajou,-68.75,-13.75
Kinkajou,-68.75,-14.25
Kinkajou,-68.75,-14.75
Kinkajou,-68.75,-15.25
Kinkajou,-68.25,10.25
Kinkajou,-68.25,9.75
Kinkajou,-68.25,9.25
Kinkajou,-68.25,8.75
Kinkajou,-68.25,8.25
Kinkajou,-68.25,7.75
Kinkajou,-68.25,7.25
Kinkajou,-68.25,6.75
Kinkajou,-68.25,6.25
Kinkajou,-68.25,5.75
Kinkajou,-68.25,5.25
Kinkajou,-68.25,4.75
Kinkajou,-68.25,4.25
Kinkajou,-68.25,3.75
Kinkajou,-68.25,3.25
Kinkajou,-68.25,2.75
Kinkajou,-68.25,2.25
Kinkajou,-68.25,1.75
Kinkajou,-68.25,1.25
Kinkajou,-68.25,0.75
Kinkajou,-68.25,0.25
Kinkajou,-68.25,-0.25
Kinkajou,-68.25,-0.75
Kinkajou,-68.25,-1.25
Kinkajou,-68.25,-1.75
Kinkajou,-68.25,-2.25
Kinkajou,-68.25,-2.75
Kinkajou,-68.25,-3.25
Kinkajou,-68.25,-3.75
Kinkajou,-68.25,-4.25
Kinkajou,-68.25,-4.75
Kinkajou,-68.25,-5.25
Kinkajou,-68.25,-5.75
Kinkajou,-68.25,-6.25
Kinkajou,-68.25,-6.75
Kinkajou,-68.25,-7.25
Kinkajou,-68.25,-7.75
Kinkajou,-68.25,-8.25
Kinkajou,-68.25,-8.75
Kinkajou,-68.25,-9.25
Kinkajou,-68.25,-9.75
Kinkajou,-68.25,-10.25
Kinkajou,-68.25,-10.75
Kinkajou,-68.25,-11.25
Kinkajou,-68.25,-11.75
Kinkajou,-68.25,-12.25
Kinkajou,-68.25,-12.75
Kinkajou,-68.25,-13.25
Kinkajou,-68.25,-13.75
Kinkajou,-68.25,-14.25
Kinkajou,-68.25,-14.75
Kinkajou,-68.25,-15.25
Kinkajou,-67.75,10.25
Kinkajou,-67.75,9.75
Kinkajou,-67.75,9.25
Kinkajou,-67.75,8.75
Kinkajou,-67.75,8.25
Kinkajou,-67.75,7.75
Kinkajou,-67.75,7.25
Kinkajou,-67.75,6.75
Kinkajou,-67.75,6.25
Kinkajou,-67.75,5.75
Kinkajou,-67.75,5.25
Kinkajou,-67.75,4.75
Kinkajou,-67.75,4.25
Kinkajou,-67.75,3.75
Kinkajou,-67.75,3.25
Kinkajou,-67.75,2.75
Kinkajou,-67.75,2.25
Kinkajou,-67.75,1.75
Kinkajou,-67.75,1.25
Kinkajou,-67.75,0.75
Kinkajou,-67.75,0.25
Kinkajou,-67.75,-0.25
Kinkajou,-67.75,-0.75
Kinkajou,-67.75,-1.25
Kinkajou,-67.75,-1.75
Kinkajou,-67.75,-2.25
Kinkajou,-67.75,-2.75
Kinkajou,-67.75,-3.25
Kinkajou,-67.75,-3.75
Kinkajou,-67.75,-4.25
Kinkajou,-67.75,-4.75
Kinkajou,-67.75,-5.25
Kinkajou,-67.75,-5.75
Kinkajou,-67.75,-6.25
Kinkajou,-67.75,-6.75
Kinkajou,-67.75,-7.25
Kinkajou,-67.75,-7.75
Kinkajou,-67.75,-8.25
Kinkajou,-67.75,-8.75
Kinkajou,-67.75,-9.25
Kinkajou,-67.75,-9.75
Kinkajou,-67.75,-10.25
Kinkajou,-67.75,-10.75
Kinkajou,-67.75,-11.25
Kinkajou,-67.75,-11.75
Kinkajou,-67.75,-12.25
Kinkajou,-67.75,-12.75
Kinkajou,-67.75,-13.25
Kinkajou,-67.75,-13.75
Kinkajou,-67.75,-14.25
Kinkajou,-67.75,-14.75
Kinkajou,-67.75,-15.25
Kinkajou,-67.75,-15.75
Kinkajou,-67.25,10.25
Kinkajou,-67.25,9.75
Kinkajou,-67.25,9.25
Kinkajou,-67.25,8.75
Kinkajou,-67.25,8.25
Kinkajou,-67.25,7.75
Kinkajou,-67.25,7.25
Kinkajou,-67.25,6.75
Kinkajou,-67.25,6.25
Kinkajou,-67.25,5.75
Kinkajou,-67.25,5.25
Kinkajou,-67.25,4.75
Kinkajou,-67.25,4.25
Kinkajou,-67.25,3.75
Kinkajou,-67.25,3.25
Kinkajou,-67.25,2.75
Kinkajou,-67.25,2.25
Kinkajou,-67.25,1.75
Kinkajou,-67.25,1.25
Kinkajou,-67.25,0.75
Kinkajou,-67.25,0.25
Kinkajou,-67.25,-0.25
Kinkajou,-67.25,-0.75
Kinkajou,-67.25,-1.25
Kinkajou,-67.25,-1.75
Kinkajou,-67.25,-2.25
Kinkajou,-67.25,-2.75
Kinkajou,-67.25,-3.25
Kinkajou,-67.25,-3.75
Kinkajou,-67.25,-4.25
Kinkajou,-67.25,-4.75
Kinkajou,-67.25,-5.25
Kinkajou,-67.25,-5.75
Kinkajou,-67.25,-6.25
Kinkajou,-67.25,-6.75
Kinkajou,-67.25,-7.25
Kinkajou,-67.25,-7.75
Kinkajou,-67.25,-8.25
Kinkajou,-67.25,-8.75
Kinkajou,-67.25,-9.25
Kinkajou,-67.25,-9.75
Kinkajou,-67.25,-10.25
Kinkajou,-67.25,-10.75
Kinkajou,-67.25,-11.25
Kinkajou,-67.25,-11.75
Kinkajou,-67.25,-12.25
Kinkajou,-67.25,-12.75
Kinkajou,-67.25,-13.25
Kinkajou,-67.25,-13.75
Kinkajou,-67.25,-14.25
Kinkajou,-67.25,-14.75
Kinkajou,-67.25,-15.25
Kinkajou,-67.25,-15.75
Kinkajou,-66.75,10.25
Kinkajou,-66.75,9.75
Kinkajou,-66.75,9.25
Kinkajou,-66.75,8.75
Kinkajou,-66.75,8.25
Kinkajou,-66.75,7.75
Kinkajou,-66.75,7.25
Kinkajou,-66.75,6.75
Kinkajou,-66.75,6.25
Kinkajou,-66.75,5.75
Kinkajou,-66.75,5.25
Kinkajou,-66.75,4.75
Kinkajou,-66.75,4.25
Kinkajou,-66.75,3.75
Kinkajou,-66.75,3.25
Kinkajou,-66.75,2.75
Kinkajou,-66.75,2.25
Kinkajou,-66.75,1.75
Kinkajou,-66.75,1.25
Kinkajou,-66.75,0.75
Kinkajou,-66.75,0.25
Kinkajou,-66.75,-0.25
Kinkajou,-66.75,-0.75
Kinkajou,-66.75,-1.25
Kinkajou,-66.75,-1.75
Kinkajou,-66.75,-2.25
Kinkajou,-66.75,-2.75
Kinkajou,-66.75,-3.25
Kinkajou,-66.75,-3.75
Kinkajou,-66.75,-4.25
Kinkajou,-66.75,-4.75
Kinkajou,-66.75,-5.25
Kinkajou,-66.75,-5.75
Kinkajou,-66.75,-6.25
Kinkajou,-66.75,-6.75
Kinkajou,-66.75,-7.25
Kinkajou,-66.75,-7.75
Kinkajou,-66.75,-8.25
Kinkajou,-66.75,-8.75
Kinkajou,-66.75,-9.25
Kinkajou,-66.75,-9.75
Kinkajou,-66.75,-10.25
Kinkajou,-66.75,-10.75
Kinkajou,-66.75,-11.25
Kinkajou,-66.75,-11.75
Kinkajou,-66.75,-12.25
Kinkajou,-66.75,-12.75
Kinkajou,-66.75,-13.25
Kinkajou,-66.75,-13.75
Kinkajou,-66.75,-14.25
Kinkajou,-66.75,-14.75
Kinkajou,-66.75,-15.25
Kinkajou,-66.75,-15.75
Kinkajou,-66.75,-16.25
Kinkajou,-66.25,10.25
Kinkajou,-66.25,9.75
Kinkajou,-66.25,9.25
Kinkajou,-66.25,8.75
Kinkajou,-66.25,8.25
Kinkajou,-66.25,7.75
Kinkajou,-66.25,7.25
Kinkajou,-66.25,6.75
Kinkajou,-66.25,6.25
Kinkajou,-66.25,5.75
Kinkajou,-66.25,5.25
Kinkajou,-66.25,4.75
Kinkajou,-66.25,4.25
Kinkajou,-66.25,3.75
Kinkajou,-66.25,3.25
Kinkajou,-66.25,2.75
Kinkajou,-66.25,2.25
Kinkajou,-66.25,1.75
Kinkajou,-66.25,1.25
Kinkajou,-66.25,0.75
Kinkajou,-66.25,0.25
Kinkajou,-66.25,-0.25
Kinkajou,-66.25,-0.75
Kinkajou,-66.25,-1.25
Kinkajou,-66.25,-1.75
Kinkajou,-66.25,-2.25
Kinkajou,-66.25,-2.75
Kinkajou,-66.25,-3.25
Kinkajou,-66.25,-3.75
Kinkajou,-66.25,-4.25
Kinkajou,-66.25,-4.75
Kinkajou,-66.25,-5.25
Kinkajou,-66.25,-5.75
Kinkajou,-66.25,-6.25
Kinkajou,-66.25,-6.75
Kinkajou,-66.25,-7.25
Kinkajou,-66.25,-7.75
Kinkajou,-66.25,-8.25
Kinkajou,-66.25,-8.75
Kinkajou,-66.25,-9.25
Kinkajou,-66.25,-9.75
Kinkajou,-66.25,-10.25
Kinkajou,-66.25,-10.75
Kinkajou,-66.25,-11.25
Kinkajou,-66.25,-11.75
Kinkajou,-66.25,-12.25
Kinkajou,-66.25,-12.75
Kinkajou,-66.25,-13.25
Kinkajou,-66.25,-13.75
Kinkajou,-66.25,-14.25
Kinkajou,-66.25,-14.75
Kinkajou,-66.25,-15.25
Kinkajou,-66.25,-15.75
Kinkajou,-66.25,-16.25
Kinkajou,-65.75,9.75
Kinkajou,-65.75,9.25
Kinkajou,-65.75,8.75
Kinkajou,-65.75,8.25
Kinkajou,-65.75,7.75
Kinkajou,-65.75,7.25
Kinkajou,-65.75,6.75
Kinkajou,-65.75,6.25
Kinkajou,-65.75,5.75
Kinkajou,-65.75,5.25
Kinkajou,-65.75,4.75
Kinkajou,-65.75,4.25
Kinkajou,-65.75,3.75
Kinkajou,-65.75,3.25
Kinkajou,-65.75,2.75
Kinkajou,-65.75,2.25
Kinkajou,-65.75,1.75
Kinkajou,-65.75,1.25
Kinkajou,-65.75,0.75
Kinkajou,-65.75,0.25
Kinkajou,-65.75,-0.25
Kinkajou,-65.75,-0.75
Kinkajou,-65.75,-1.25
Kinkajou,-65.75,-1.75
Kinkajou,-65.75,-2.25
Kinkajou,-65.75,-2.75
Kinkajou,-65.75,-3.25
Kinkajou,-65.75,-3.75
Kinkajou,-65.75,-4.25
Kinkajou,-65.75,-4.75
Kinkajou,-65.75,-5.25
Kinkajou,-65.75,-5.75
Kinkajou,-65.75,-6.25
Kinkajou,-65.75,-6.75
Kinkajou,-65.75,-7.25
Kinkajou,-65.75,-7.75
Kinkajou,-65.75,-8.25
Kinkajou,-65.75,-8.75
Kinkajou,-65.75,-9.25
Kinkajou,-65.75,-9.75
Kinkajou,-65.75,-10.25
Kinkajou,-65.75,-10.75
Kinkajou,-65.75,-11.25
Kinkajou,-65.75,-11.75
Kinkajou,-65.75,-12.25
Kinkajou,-65.75,-12.75
Kinkajou,-65.75,-13.25
Kinkajou,-65.75,-13.75
Kinkajou,-65.75,-14.25
Kinkajou,-65.75,-14.75
Kinkajou,-65.75,-15.25
Kinkajou,-65.75,-15.75
Kinkajou,-65.75,-16.25
Kinkajou,-65.75,-16.75
Kinkajou,-65.25,9.75
Kinkajou,-65.25,9.25
Kinkajou,-65.25,8.75
Kinkajou,-65.25,8.25
Kinkajou,-65.25,7.75
Kinkajou,-65.25,7.25
Kinkajou,-65.25,6.75
Kinkajou,-65.25,6.25
Kinkajou,-65.25,5.75
Kinkajou,-65.25,5.25
Kinkajou,-65.25,4.75
Kinkajou,-65.25,4.25
Kinkajou,-65.25,3.75
Kinkajou,-65.25,3.25
Kinkajou,-65.25,2.75
Kinkajou,-65.25,2.25
Kinkajou,-65.25,1.75
Kinkajou,-65.25,1.25
Kinkajou,-65.25,0.75
Kinkajou,-65.25,0.25
Kinkajou,-65.25,-0.25
Kinkajou,-65.25,-0.75
Kinkajou,-65.25,-1.25
Kinkajou,-65.25,-1.75
Kinkajou,-65.25,-2.25
Kinkajou,-65.25,-2.75
Kinkajou,-65.25,-3.25
Kinkajou,-65.25,-3.75
Kinkajou,-65.25,-4.25
Kinkajou,-65.25,-4.75
Kinkajou,-65.25,-5.25
Kinkajou,-65.25,-5.75
Kinkajou,-65.25,-6.25
Kinkajou,-65.25,-6.75
Kinkajou,-65.25,-7.25
Kinkajou,-65.25,-7.75
Kinkajou,-65.25,-8.25
Kinkajou,-65.25,-8.75
Kinkajou,-65.25,-9.25
Kinkajou,-65.25,-9.75
Kinkajou,-65.25,-10.25
Kinkajou,-65.25,-10.75
Kinkajou,-65.25,-11.25
Kinkajou,-65.25,-11.75
Kinkajou,-65.25,-12.25
Kinkajou,-65.25,-12.75
Kinkajou,-65.25,-13.25
Kinkajou,-65.25,-13.75
Kinkajou,-65.25,-14.25
Kinkajou,-65.25,-14.75
Kinkajou,-65.25,-15.25
Kinkajou,-65.25,-15.75
Kinkajou,-65.25,-16.25
Kinkajou,-65.25,-16.75
Kinkajou,-64.75,9.75
Kinkajou,-64.75,9.25
Kinkajou,-64.75,8.75
Kinkajou,-64.75,8.25
Kinkajou,-64.75,7.75
Kinkajou,-64.75,7.25
Kinkajou,-64.75,6.75
Kinkajou,-64.75,6.25
Kinkajou,-64.75,5.75
Kinkajou,-64.75,5.25
Kinkajou,-64.75,4.75
Kinkajou,-64.75,4.25
Kinkajou,-64.75,3.75
Kinkajou,-64.75,3.25
Kinkajou,-64.75,2.75
Kinkajou,-64.75,2.25
Kinkajou,-64.75,1.75
Kinkajou,-64.75,1.25
Kinkajou,-64.75,0.75
Kinkajou,-64.75,0.25
Kinkajou,-64.75,-0.25
Kinkajou,-64.75,-0.75
Kinkajou,-64.75,-1.25
Kinkajou,-64.75,-1.75
Kinkajou,-64.75,-2.25
Kinkajou,-64.75,-2.75
Kinkajou,-64.75,-3.25
Kinkajou,-64.75,-3.75
Kinkajou,-64.75,-4.25
Kinkajou,-64.75,-4.75
Kinkajou,-64.75,-5.25
Kinkajou,-64.75,-5.75
Kinkajou,-64.75,-6.25
Kinkajou,-64.75,-6.75
Kinkajou,-64.75,-7.25
Kinkajou,-64.75,-7.75
Kinkajou,-64.75,-8.25
Kinkajou,-64.75,-8.75
Kinkajou,-64.75,-9.25
Kinkajou,-64.75,-9.75
Kinkajou,-64.75,-10.25
Kinkajou,-64.75,-10.75
Kinkajou,-64.75,-11.25
Kinkajou,-64.75,-11.75
Kinkajou,-64.75,-12.25
Kinkajou,-64.75,-12.75
Kinkajou,-64.75,-13.25
Kinkajou,-64.75,-13.75
Kinkajou,-64.75,-14.25
Kinkajou,-64.75,-14.75
Kinkajou,-64.75,-15.25
Kinkajou,-64.75,-15.75
Kinkajou,-64.75,-16.25
Kinkajou,-64.75,-16.75
Kinkajou,-64.75,-17.25
Kinkajou,-64.25,10.25
Kinkajou,-64.25,9.75
Kinkajou,-64.25,9.25
Kinkajou,-64.25,8.75
Kinkajou,-64.25,8.25
Kinkajou,-64.25,7.75
Kinkajou,-64.25,7.25
Kinkajou,-64.25,6.75
Kinkajou,-64.25,6.25
Kinkajou,-64.25,5.75
Kinkajou,-64.25,5.25
Kinkajou,-64.25,4.75
Kinkajou,-64.25,4.25
Kinkajou,-64.25,3.75
Kinkajou,-64.25,3.25
Kinkajou,-64.25,2.75
Kinkajou,-64.25,2.25
Kinkajou,-64.25,1.75
Kinkajou,-64.25,1.25
Kinkajou,-64.25,0.75
Kinkajou,-64.25,0.25
Kinkajou,-64.25,-0.25
Kinkajou,-64.25,-0.75
Kinkajou,-64.25,-1.25
Kinkajou,-64.25,-1.75
Kinkajou,-64.25,-2.25
Kinkajou,-64.25,-2.75
Kinkajou,-64.25,-3.25
Kinkajou,-64.25,-3.75
Kinkajou,-64.25,-4.25
Kinkajou,-64.25,-4.75
Kinkajou,-64.25,-5.25
Kinkajou,-64.25,-5.75
Kinkajou,-64.25,-6.25
Kinkajou,-64.25,-6.75
Kinkajou,-64.25,-7.25
Kinkajou,-64.25,-7.75
Kinkajou,-64.25,-8.25
Kinkajou,-64.25,-8.75
Kinkajou,-64.25,-9.25
Kinkajou,-64.25,-9.75
Kinkajou,-64.25,-10.25
Kinkajou,-64.25,-10.75
Kinkajou,-64.25,-11.25
Kinkajou,-64.25,-11.75
Kinkajou,-64.25,-12.25
Kinkajou,-64.25,-12.75
Kinkajou,-64.25,-13.25
Kinkajou,-64.25,-13.75
Kinkajou,-64.25,-14.25
Kinkajou,-64.25,-14.75
Kinkajou,-64.25,-15.25
Kinkajou,-64.25,-15.75
Kinkajou,-64.25,-16.25
Kinkajou,-64.25,-16.75
Kinkajou,-64.25,-17.25
Kinkajou,-63.75,10.25
Kinkajou,-63.75,9.75
Kinkajou,-63.75,9.25
Kinkajou,-63.75,8.75
Kinkajou,-63.75,8.25
Kinkajou,-63.75,7.75
Kinkajou,-63.75,7.25
Kinkajou,-63.75,6.75
Kinkajou,-63.75,6.25
Kinkajou,-63.75,5.75
Kinkajou,-63.75,5.25
Kinkajou,-63.75,4.75
Kinkajou,-63.75,4.25
Kinkajou,-63.75,3.75
Kinkajou,-63.75,3.25
Kinkajou,-63.75,2.75
Kinkajou,-63.75,2.25
Kinkajou,-63.75,1.75
Kinkajou,-63.75,1.25
Kinkajou,-63.75,0.75
Kinkajou,-63.75,0.25
Kinkajou,-63.75,-0.25
Kinkajou,-63.75,-0.75
Kinkajou,-63.75,-1.25
Kinkajou,-63.75,-1.75
Kinkajou,-63.75,-2.25
Kinkajou,-63.75,-2.75
Kinkajou,-63.75,-3.25
Kinkajou,-63.75,-3.75
Kinkajou,-63.75,-4.25
Kinkajou,-63.75,-4.75
Kinkajou,-63.75,-5.25
Kinkajou,-63.75,-5.75
Kinkajou,-63.75,-6.25
Kinkajou,-63.75,-6.75
Kinkajou,-63.75,-7.25
Kinkajou,-63.75,-7.75
Kinkajou,-63.75,-8.25
Kinkajou,-63.75,-8.75
Kinkajou,-63.75,-9.25
Kinkajou,-63.75,-9.75
Kinkajou,-63.75,-10.25
Kinkajou,-63.75,-10.75
Kinkajou,-63.75,-11.25
Kinkajou,-63.75,-11.75
Kinkajou,-63.75,-12.25
Kinkajou,-63.75,-12.75
Kinkajou,-63.75,-13.25
Kinkajou,-63.75,-13.75
Kinkajou,-63.75,-14.25
Kinkajou,-63.75,-14.75
Kinkajou,-63.75,-15.25
Kinkajou,-63.75,-15.75
Kinkajou,-63.75,-16.25
Kinkajou,-63.75,-16.75
Kinkajou,-63.75,-17.25
Kinkajou,-63.25,10.25
Kinkajou,-63.25,9.75
Kinkajou,-63.25,9.25
Kinkajou,-63.25,8.75
Kinkajou,-63.25,8.25
Kinkajou,-63.25,7.75
Kinkajou,-63.25,7.25
Kinkajou,-63.25,6.75
Kinkajou,-63.25,6.25
Kinkajou,-63.25,5.75
Kinkajou,-63.25,5.25
Kinkajou,-63.25,4.75
Kinkajou,-63.25,4.25
Kinkajou,-63.25,3.75
Kinkajou,-63.25,3.25
Kinkajou,-63.25,2.75
Kinkajou,-63.25,2.25
Kinkajou,-63.25,1.75
Kinkajou,-63.25,1.25
Kinkajou,-63.25,0.75
Kinkajou,-63.25,0.25
Kinkajou,-63.25,-0.25
Kinkajou,-63.25,-0.75
Kinkajou,-63.25,-1.25
Kinkajou,-63.25,-1.75
Kinkajou,-63.25,-2.25
Kinkajou,-63.25,-2.75
Kinkajou,-63.25,-3.25
Kinkajou,-63.25,-3.75
Kinkajou,-63.25,-4.25
Kinkajou,-63.25,-4.75
Kinkajou,-63.25,-5.25
Kinkajou,-63.25,-5.75
Kinkajou,-63.25,-6.25
Kinkajou,-63.25,-6.75
Kinkajou,-63.25,-7.25
Kinkajou,-63.25,-7.75
Kinkajou,-63.25,-8.25
Kinkajou,-63.25,-8.75
Kinkajou,-63.25,-9.25
Kinkajou,-63.25,-9.75
Kinkajou,-63.25,-10.25
Kinkajou,-63.25,-10.75
Kinkajou,-63.25,-11.25
Kinkajou,-63.25,-11.75
Kinkajou,-63.25,-12.25
Kinkajou,-63.25,-12.75
Kinkajou,-63.25,-13.25
Kinkajou,-63.25,-13.75
Kinkajou,-63.25,-14.25
Kinkajou,-63.25,-14.75
Kinkajou,-63.25,-15.25
Kinkajou,-63.25,-15.75
Kinkajou,-63.25,-16.25
Kinkajou,-63.25,-16.75
Kinkajou,-63.25,-17.25
Kinkajou,-63.25,-17.75
Kinkajou,-62.75,10.25
Kinkajou,-62.75,9.75
Kinkajou,-62.75,9.25
Kinkajou,-62.75,8.75
Kinkajou,-62.75,8.25
Kinkajou,-62.75,7.75
Kinkajou,-62.75,7.25
Kinkajou,-62.75,6.75
Kinkajou,-62.75,6.25
Kinkajou,-62.75,5.75
Kinkajou,-62.75,5.25
Kinkajou,-62.75,4.75
Kinkajou,-62.75,4.25
Kinkajou,-62.75,3.75
Kinkajou,-62.75,3.25
Kinkajou,-62.75,2.75
Kinkajou,-62.75,2.25
Kinkajou,-62.75,1.75
Kinkajou,-62.75,1.25
Kinkajou,-62.75,0.75
Kinkajou,-62.75,0.25
Kinkajou,-62.75,-0.25
Kinkajou,-62.75,-0.75
Kinkajou,-62.75,-1.25
Kinkajou,-62.75,-1.75
Kinkajou,-62.75,-2.25
Kinkajou,-62.75,-2.75
Kinkajou,-62.75,-3.25
Kinkajou,-62.75,-3.75
Kinkajou,-62.75,-4.25
Kinkajou,-62.75,-4.75
Kinkajou,-62.75,-5.25
Kinkajou,-62.75,-5.75
Kinkajou,-62.75,-6.25
Kinkajou,-62.75,-6.75
Kinkajou,-62.75,-7.25
Kinkajou,-62.75,-7.75
Kinkajou,-62.75,-8.25
Kinkajou,-62.75,-8.75
Kinkajou,-62.75,-9.25
Kinkajou,-62.75,-9.75
Kinkajou,-62.75,-10.25
Kinkajou,-62.75,-10.75
Kinkajou,-62.75,-11.25
Kinkajou,-62.75,-11.75
Kinkajou,-62.75,-12.25
Kinkajou,-62.75,-12.75
Kinkajou,-62.75,-13.25
Kinkajou,-62.75,-13.75
Kinkajou,-62.75,-14.25
Kinkajou,-62.75,-14.75
Kinkajou,-62.75,-15.25
Kinkajou,-62.75,-15.75
Kinkajou,-62.75,-16.25
Kinkajou,-62.75,-16.75
Kinkajou,-62.75,-17.25
Kinkajou,-62.75,-17.75
Kinkajou,-62.25,9.75
Kinkajou,-62.25,9.25
Kinkajou,-62.25,8.75
Kinkajou,-62.25,8.25
Kinkajou,-62.25,7.75
Kinkajou,-62.25,7.25
Kinkajou,-62.25,6.75
Kinkajou,-62.25,6.25
Kinkajou,-62.25,5.75
Kinkajou,-62.25,5.25
Kinkajou,-62.25,4.75
Kinkajou,-62.25,4.25
Kinkajou,-62.25,3.75
Kinkajou,-62.25,3.25
Kinkajou,-62.25,2.75
Kinkajou,-62.25,2.25
Kinkajou,-62.25,1.75
Kinkajou,-62.25,1.25
Kinkajou,-62.25,0.75
Kinkajou,-62.25,0.25
Kinkajou,-62.25,-0.25
Kinkajou,-62.25,-0.75
Kinkajou,-62.25,-1.25
Kinkajou,-62.25,-1.75
Kinkajou,-62.25,-2.25
Kinkajou,-62.25,-2.75
Kinkajou,-62.25,-3.25
Kinkajou,-62.25,-3.75
Kinkajou,-62.25,-4.25
Kinkajou,-62.25,-4.75
Kinkajou,-62.25,-5.25
Kinkajou,-62.25,-5.75
Kinkajou,-62.25,-6.25
Kinkajou,-62.25,-6.75
Kinkajou,-62.25,-7.25
Kinkajou,-62.25,-7.75
Kinkajou,-62.25,-8.25
Kinkajou,-62.25,-8.75
Kinkajou,-62.25,-9.25
Kinkajou,-62.25,-9.75
Kinkajou,-62.25,-10.25
Kinkajou,-62.25,-10.75
Kinkajou,-62.25,-11.25
Kinkajou,-62.25,-11.75
Kinkajou,-62.25,-12.25
Kinkajou,-62.25,-12.75
Kinkajou,-62.25,-13.25
Kinkajou,-62.25,-13.75
Kinkajou,-62.25,-14.25
Kinkajou,-62.25,-14.75
Kinkajou,-62.25,-15.25
Kinkajou,-62.25,-15.75
Kinkajou,-62.25,-16.25
Kinkajou,-62.25,-16.75
Kinkajou,-62.25,-17.25
Kinkajou,-62.25,-17.75
Kinkajou,-62.25,-18.25
Kinkajou,-61.75,9.75
Kinkajou,-61.75,9.25
Kinkajou,-61.75,8.75
Kinkajou,-61.75,8.25
Kinkajou,-61.75,7.75
Kinkajou,-61.75,7.25
Kinkajou,-61.75,6.75
Kinkajou,-61.75,6.25
Kinkajou,-61.75,5.75
Kinkajou,-61.75,5.25
Kinkajou,-61.75,4.75
Kinkajou,-61.75,4.25
Kinkajou,-61.75,3.75
Kinkajou,-61.75,3.25
Kinkajou,-61.75,2.75
Kinkajou,-61.75,2.25
Kinkajou,-61.75,1.75
Kinkajou,-61.75,1.25
Kinkajou,-61.75,0.75
Kinkajou,-61.75,0.25
Kinkajou,-61.75,-0.25
Kinkajou,-61.75,-0.75
Kinkajou,-61.75,-1.25
Kinkajou,-61.75,-1.75
Kinkajou,-61.75,-2.25
Kinkajou,-61.75,-2.75
Kinkajou,-61.75,-3.25
Kinkajou,-61.75,-3.75
Kinkajou,-61.75,-4.25
Kinkajou,-61.75,-4.75
Kinkajou,-61.75,-5.25
Kinkajou,-61.75,-5.75
Kinkajou,-61.75,-6.25
Kinkajou,-61.75,-6.75
Kinkajou,-61.75,-7.25
Kinkajou,-61.75,-7.75
Kinkajou,-61.75,-8.25
Kinkajou,-61.75,-8.75
Kinkajou,-61.75,-9.25
Kinkajou,-61.75,-9.75
Kinkajou,-61.75,-10.25
Kinkajou,-61.75,-10.75
Kinkajou,-61.75,-11.25
Kinkajou,-61.75,-11.75
Kinkajou,-61.75,-12.25
Kinkajou,-61.75,-12.75
Kinkajou,-61.75,-13.25
Kinkajou,-61.75,-13.75
Kinkajou,-61.75,-14.25
Kinkajou,-61.75,-14.75
Kinkajou,-61.75,-15.25
Kinkajou,-61.75,-15.75
Kinkajou,-61.75,-16.25
Kinkajou,-61.75,-16.75
Kinkajou,-61.75,-17.25
Kinkajou,-61.75,-17.75
Kinkajou,-61.75,-18.25
Kinkajou,-61.25,9.25
Kinkajou,-61.25,8.75
Kinkajou,-61.25,8.25
Kinkajou,-61.25,7.75
Kinkajou,-61.25,7.25
Kinkajou,-61.25,6.75
Kinkajou,-61.25,6.25
Kinkajou,-61.25,5.75
Kinkajou,-61.25,5.25
Kinkajou,-61.25,4.75
Kinkajou,-61.25,4.25
Kinkajou,-61.25,3.75
Kinkajou,-61.25,3.25
Kinkajou,-61.25,2.75
Kinkajou,-61.25,2.25
Kinkajou,-61.25,1.75
Kinkajou,-61.25,1.25
Kinkajou,-61.25,0.75
Kinkajou,-61.25,0.25
Kinkajou,-61.25,-0.25
Kinkajou,-61.25,-0.75
Kinkajou,-61.25,-1.25
Kinkajou,-61.25,-1.75
Kinkajou,-61.25,-2.25
Kinkajou,-61.25,-2.75
Kinkajou,-61.25,-3.25
Kinkajou,-61.25,-3.75
Kinkajou,-61.25,-4.25
Kinkajou,-61.25,-4.75
Kinkajou,-61.25,-5.25
Kinkajou,-61.25,-5.75
Kinkajou,-61.25,-6.25
Kinkajou,-61.25,-6.75
Kinkajou,-61.25,-7.25
Kinkajou,-61.25,-7.75
Kinkajou,-61.25,-8.25
Kinkajou,-61.25,-8.75
Kinkajou,-61.25,-9.25
Kinkajou,-61.25,-9.75
Kinkajou,-61.25,-10.25
Kinkajou,-61.25,-10.75
Kinkajou,-61.25,-11.25
Kinkajou,-61.25,-11.75
Kinkajou,-61.25,-12.25
Kinkajou,-61.25,-12.75
Kinkajou,-61.25,-13.25
Kinkajou,-61.25,-13.75
Kinkajou,-61.25,-14.25
Kinkajou,-61.25,-14.75
Kinkajou,-61.25,-15.25
Kinkajou,-61.25,-15.75
Kinkajou,-61.25,-16.25
Kinkajou,-61.25,-16.75
